mean;lower95;upper95;year;Nspecies;e;d;f;i
100;97,96;102,29;1990;163;Regular Breeding Birds;Regelmässige Brutvögel;Oiseaux nicheurs réguliers;Nidificanti regolari
94,42;92,76;96,53;1991;163;Regular Breeding Birds;Regelmässige Brutvögel;Oiseaux nicheurs réguliers;Nidificanti regolari
96,95;95,29;98,9;1992;163;Regular Breeding Birds;Regelmässige Brutvögel;Oiseaux nicheurs réguliers;Nidificanti regolari
99,49;97,8;101,95;1993;163;Regular Breeding Birds;Regelmässige Brutvögel;Oiseaux nicheurs réguliers;Nidificanti regolari
98,2;96,28;100,39;1994;163;Regular Breeding Birds;Regelmässige Brutvögel;Oiseaux nicheurs réguliers;Nidificanti regolari
97,71;95,85;99,48;1995;165;Regular Breeding Birds;Regelmässige Brutvögel;Oiseaux nicheurs réguliers;Nidificanti regolari
96,52;94,69;98,85;1996;167;Regular Breeding Birds;Regelmässige Brutvögel;Oiseaux nicheurs réguliers;Nidificanti regolari
91,47;89,5;93,32;1997;167;Regular Breeding Birds;Regelmässige Brutvögel;Oiseaux nicheurs réguliers;Nidificanti regolari
89,42;88,25;90,54;1998;167;Regular Breeding Birds;Regelmässige Brutvögel;Oiseaux nicheurs réguliers;Nidificanti regolari
87,47;86,24;88,96;1999;176;Regular Breeding Birds;Regelmässige Brutvögel;Oiseaux nicheurs réguliers;Nidificanti regolari
92,61;91,63;94,08;2000;176;Regular Breeding Birds;Regelmässige Brutvögel;Oiseaux nicheurs réguliers;Nidificanti regolari
88,64;87,44;89,89;2001;176;Regular Breeding Birds;Regelmässige Brutvögel;Oiseaux nicheurs réguliers;Nidificanti regolari
87,91;86,81;89,2;2002;176;Regular Breeding Birds;Regelmässige Brutvögel;Oiseaux nicheurs réguliers;Nidificanti regolari
91,32;90,58;92,52;2003;176;Regular Breeding Birds;Regelmässige Brutvögel;Oiseaux nicheurs réguliers;Nidificanti regolari
95,33;94,07;96,49;2004;176;Regular Breeding Birds;Regelmässige Brutvögel;Oiseaux nicheurs réguliers;Nidificanti regolari
98,18;97,11;99,49;2005;176;Regular Breeding Birds;Regelmässige Brutvögel;Oiseaux nicheurs réguliers;Nidificanti regolari
95,25;94,22;96,24;2006;176;Regular Breeding Birds;Regelmässige Brutvögel;Oiseaux nicheurs réguliers;Nidificanti regolari
98,43;97,5;99,7;2007;176;Regular Breeding Birds;Regelmässige Brutvögel;Oiseaux nicheurs réguliers;Nidificanti regolari
98,9;97,89;99,92;2008;176;Regular Breeding Birds;Regelmässige Brutvögel;Oiseaux nicheurs réguliers;Nidificanti regolari
93,73;92,71;94,75;2009;176;Regular Breeding Birds;Regelmässige Brutvögel;Oiseaux nicheurs réguliers;Nidificanti regolari
99,44;98,34;100,41;2010;176;Regular Breeding Birds;Regelmässige Brutvögel;Oiseaux nicheurs réguliers;Nidificanti regolari
101,19;99,98;102,33;2011;176;Regular Breeding Birds;Regelmässige Brutvögel;Oiseaux nicheurs réguliers;Nidificanti regolari
105,02;103,98;106,2;2012;176;Regular Breeding Birds;Regelmässige Brutvögel;Oiseaux nicheurs réguliers;Nidificanti regolari
101,96;101;103,2;2013;176;Regular Breeding Birds;Regelmässige Brutvögel;Oiseaux nicheurs réguliers;Nidificanti regolari
106,09;104,93;107,23;2014;176;Regular Breeding Birds;Regelmässige Brutvögel;Oiseaux nicheurs réguliers;Nidificanti regolari
109,57;108,47;110,44;2015;176;Regular Breeding Birds;Regelmässige Brutvögel;Oiseaux nicheurs réguliers;Nidificanti regolari
112,06;111,02;113,1;2016;176;Regular Breeding Birds;Regelmässige Brutvögel;Oiseaux nicheurs réguliers;Nidificanti regolari
114,22;113,08;115,15;2017;176;Regular Breeding Birds;Regelmässige Brutvögel;Oiseaux nicheurs réguliers;Nidificanti regolari
109,86;108,53;111,1;2018;176;Regular Breeding Birds;Regelmässige Brutvögel;Oiseaux nicheurs réguliers;Nidificanti regolari
118,51;116,97;119,73;2019;176;Regular Breeding Birds;Regelmässige Brutvögel;Oiseaux nicheurs réguliers;Nidificanti regolari
125,77;124,61;127,1;2020;176;Regular Breeding Birds;Regelmässige Brutvögel;Oiseaux nicheurs réguliers;Nidificanti regolari
129,19;127,99;130,51;2021;176;Regular Breeding Birds;Regelmässige Brutvögel;Oiseaux nicheurs réguliers;Nidificanti regolari
123,84;122,52;125,22;2022;176;Regular Breeding Birds;Regelmässige Brutvögel;Oiseaux nicheurs réguliers;Nidificanti regolari
100;95,48;107,24;1990;11;Alpine habitats;Alpine Lebensraeume;Habitats alpins;Habitati alpini
102,4;96,05;109,81;1991;11;Alpine habitats;Alpine Lebensraeume;Habitats alpins;Habitati alpini
106,26;99,62;112,79;1992;11;Alpine habitats;Alpine Lebensraeume;Habitats alpins;Habitati alpini
108,81;100,54;116,21;1993;11;Alpine habitats;Alpine Lebensraeume;Habitats alpins;Habitati alpini
108,98;102,95;116,39;1994;11;Alpine habitats;Alpine Lebensraeume;Habitats alpins;Habitati alpini
107,46;99,08;115,08;1995;12;Alpine habitats;Alpine Lebensraeume;Habitats alpins;Habitati alpini
101,65;93,32;110,42;1996;12;Alpine habitats;Alpine Lebensraeume;Habitats alpins;Habitati alpini
95,8;87,42;103,9;1997;12;Alpine habitats;Alpine Lebensraeume;Habitats alpins;Habitati alpini
86,97;81,39;92,56;1998;12;Alpine habitats;Alpine Lebensraeume;Habitats alpins;Habitati alpini
81,4;76,54;85,32;1999;13;Alpine habitats;Alpine Lebensraeume;Habitats alpins;Habitati alpini
82,82;79,13;86,98;2000;13;Alpine habitats;Alpine Lebensraeume;Habitats alpins;Habitati alpini
80,62;75,55;83,58;2001;13;Alpine habitats;Alpine Lebensraeume;Habitats alpins;Habitati alpini
80,41;76,48;84,47;2002;13;Alpine habitats;Alpine Lebensraeume;Habitats alpins;Habitati alpini
80,35;77;84,16;2003;13;Alpine habitats;Alpine Lebensraeume;Habitats alpins;Habitati alpini
81,7;77,62;85,34;2004;13;Alpine habitats;Alpine Lebensraeume;Habitats alpins;Habitati alpini
91,76;88,09;95,63;2005;13;Alpine habitats;Alpine Lebensraeume;Habitats alpins;Habitati alpini
91,99;88,14;96,91;2006;13;Alpine habitats;Alpine Lebensraeume;Habitats alpins;Habitati alpini
93,39;89,83;96,81;2007;13;Alpine habitats;Alpine Lebensraeume;Habitats alpins;Habitati alpini
94,13;91;96,69;2008;13;Alpine habitats;Alpine Lebensraeume;Habitats alpins;Habitati alpini
86,08;82,06;89,46;2009;13;Alpine habitats;Alpine Lebensraeume;Habitats alpins;Habitati alpini
87,09;83,1;90,85;2010;13;Alpine habitats;Alpine Lebensraeume;Habitats alpins;Habitati alpini
91,18;87,94;94,82;2011;13;Alpine habitats;Alpine Lebensraeume;Habitats alpins;Habitati alpini
89,46;85,38;93,05;2012;13;Alpine habitats;Alpine Lebensraeume;Habitats alpins;Habitati alpini
91,55;88,32;95,1;2013;13;Alpine habitats;Alpine Lebensraeume;Habitats alpins;Habitati alpini
100,23;95,6;103,96;2014;13;Alpine habitats;Alpine Lebensraeume;Habitats alpins;Habitati alpini
104,84;101,26;107,87;2015;13;Alpine habitats;Alpine Lebensraeume;Habitats alpins;Habitati alpini
108,07;103,99;112,59;2016;13;Alpine habitats;Alpine Lebensraeume;Habitats alpins;Habitati alpini
106,11;101,71;110,8;2017;13;Alpine habitats;Alpine Lebensraeume;Habitats alpins;Habitati alpini
103,89;99,25;110,1;2018;13;Alpine habitats;Alpine Lebensraeume;Habitats alpins;Habitati alpini
106,37;102,28;112,32;2019;13;Alpine habitats;Alpine Lebensraeume;Habitats alpins;Habitati alpini
122,22;115,52;128,33;2020;13;Alpine habitats;Alpine Lebensraeume;Habitats alpins;Habitati alpini
123,42;116,05;133,11;2021;13;Alpine habitats;Alpine Lebensraeume;Habitats alpins;Habitati alpini
122,67;116,64;129,47;2022;13;Alpine habitats;Alpine Lebensraeume;Habitats alpins;Habitati alpini
100;90,23;110,05;1990;7;Settlements;Siedlung;Milieu construit;Zone edificate
101,36;91,76;111,32;1991;7;Settlements;Siedlung;Milieu construit;Zone edificate
104,39;93,78;116,45;1992;7;Settlements;Siedlung;Milieu construit;Zone edificate
115,81;103,3;123,99;1993;7;Settlements;Siedlung;Milieu construit;Zone edificate
106,11;93,92;114,18;1994;7;Settlements;Siedlung;Milieu construit;Zone edificate
102,36;95,04;113,37;1995;7;Settlements;Siedlung;Milieu construit;Zone edificate
106,73;95,79;117,04;1996;7;Settlements;Siedlung;Milieu construit;Zone edificate
107,31;96,78;118,33;1997;7;Settlements;Siedlung;Milieu construit;Zone edificate
101,68;94,05;108,55;1998;7;Settlements;Siedlung;Milieu construit;Zone edificate
98,43;92,94;105,19;1999;8;Settlements;Siedlung;Milieu construit;Zone edificate
112,6;106,88;118,41;2000;8;Settlements;Siedlung;Milieu construit;Zone edificate
103,07;97,55;107,31;2001;8;Settlements;Siedlung;Milieu construit;Zone edificate
102,17;97,05;107,88;2002;8;Settlements;Siedlung;Milieu construit;Zone edificate
109,79;104,42;115,32;2003;8;Settlements;Siedlung;Milieu construit;Zone edificate
113,83;108,05;118,18;2004;8;Settlements;Siedlung;Milieu construit;Zone edificate
117,26;112,8;124,98;2005;8;Settlements;Siedlung;Milieu construit;Zone edificate
112,97;106,76;117,54;2006;8;Settlements;Siedlung;Milieu construit;Zone edificate
109,38;104,26;114,43;2007;8;Settlements;Siedlung;Milieu construit;Zone edificate
109,2;102,46;113,69;2008;8;Settlements;Siedlung;Milieu construit;Zone edificate
111,46;105,99;115,17;2009;8;Settlements;Siedlung;Milieu construit;Zone edificate
115,7;110,48;121,06;2010;8;Settlements;Siedlung;Milieu construit;Zone edificate
117,04;111;122,52;2011;8;Settlements;Siedlung;Milieu construit;Zone edificate
120,4;114,47;125,06;2012;8;Settlements;Siedlung;Milieu construit;Zone edificate
124,68;119,8;129,74;2013;8;Settlements;Siedlung;Milieu construit;Zone edificate
112,12;107,07;117,03;2014;8;Settlements;Siedlung;Milieu construit;Zone edificate
109,69;103,79;114,79;2015;8;Settlements;Siedlung;Milieu construit;Zone edificate
115,36;110,23;122,28;2016;8;Settlements;Siedlung;Milieu construit;Zone edificate
117,18;111,14;121,13;2017;8;Settlements;Siedlung;Milieu construit;Zone edificate
116,89;111,33;122,03;2018;8;Settlements;Siedlung;Milieu construit;Zone edificate
122,96;117,88;127,75;2019;8;Settlements;Siedlung;Milieu construit;Zone edificate
132,15;127,55;139,9;2020;8;Settlements;Siedlung;Milieu construit;Zone edificate
129,22;123,57;135,26;2021;8;Settlements;Siedlung;Milieu construit;Zone edificate
142,25;134,8;149,57;2022;8;Settlements;Siedlung;Milieu construit;Zone edificate
100;95,04;104,08;1990;40;Wetlands;Feuchtgebiete und Gewaesser;Zones humides, lacs et cours d'eau;Zone umide, laghi e corsi d'acqua
87,28;83,19;91,34;1991;40;Wetlands;Feuchtgebiete und Gewaesser;Zones humides, lacs et cours d'eau;Zone umide, laghi e corsi d'acqua
93,08;89,46;96,23;1992;40;Wetlands;Feuchtgebiete und Gewaesser;Zones humides, lacs et cours d'eau;Zone umide, laghi e corsi d'acqua
90,94;86,61;94,99;1993;40;Wetlands;Feuchtgebiete und Gewaesser;Zones humides, lacs et cours d'eau;Zone umide, laghi e corsi d'acqua
94,38;90,36;98,03;1994;40;Wetlands;Feuchtgebiete und Gewaesser;Zones humides, lacs et cours d'eau;Zone umide, laghi e corsi d'acqua
93,03;89,46;97,03;1995;40;Wetlands;Feuchtgebiete und Gewaesser;Zones humides, lacs et cours d'eau;Zone umide, laghi e corsi d'acqua
95,85;92,69;99,7;1996;40;Wetlands;Feuchtgebiete und Gewaesser;Zones humides, lacs et cours d'eau;Zone umide, laghi e corsi d'acqua
86,79;83,33;90,04;1997;40;Wetlands;Feuchtgebiete und Gewaesser;Zones humides, lacs et cours d'eau;Zone umide, laghi e corsi d'acqua
88,52;84,93;92,16;1998;40;Wetlands;Feuchtgebiete und Gewaesser;Zones humides, lacs et cours d'eau;Zone umide, laghi e corsi d'acqua
83,26;79,77;85,95;1999;40;Wetlands;Feuchtgebiete und Gewaesser;Zones humides, lacs et cours d'eau;Zone umide, laghi e corsi d'acqua
87,53;84,23;90,57;2000;40;Wetlands;Feuchtgebiete und Gewaesser;Zones humides, lacs et cours d'eau;Zone umide, laghi e corsi d'acqua
86,53;83,53;89,75;2001;40;Wetlands;Feuchtgebiete und Gewaesser;Zones humides, lacs et cours d'eau;Zone umide, laghi e corsi d'acqua
82,6;80,59;85,23;2002;40;Wetlands;Feuchtgebiete und Gewaesser;Zones humides, lacs et cours d'eau;Zone umide, laghi e corsi d'acqua
93,16;90,27;96,24;2003;40;Wetlands;Feuchtgebiete und Gewaesser;Zones humides, lacs et cours d'eau;Zone umide, laghi e corsi d'acqua
93,64;90,6;96,04;2004;40;Wetlands;Feuchtgebiete und Gewaesser;Zones humides, lacs et cours d'eau;Zone umide, laghi e corsi d'acqua
94,44;92,13;97,48;2005;40;Wetlands;Feuchtgebiete und Gewaesser;Zones humides, lacs et cours d'eau;Zone umide, laghi e corsi d'acqua
94,96;91,54;97,06;2006;40;Wetlands;Feuchtgebiete und Gewaesser;Zones humides, lacs et cours d'eau;Zone umide, laghi e corsi d'acqua
98,14;94,79;100,49;2007;40;Wetlands;Feuchtgebiete und Gewaesser;Zones humides, lacs et cours d'eau;Zone umide, laghi e corsi d'acqua
100,2;97,33;103,12;2008;40;Wetlands;Feuchtgebiete und Gewaesser;Zones humides, lacs et cours d'eau;Zone umide, laghi e corsi d'acqua
98,75;95,71;100,54;2009;40;Wetlands;Feuchtgebiete und Gewaesser;Zones humides, lacs et cours d'eau;Zone umide, laghi e corsi d'acqua
100,47;97,81;102,93;2010;40;Wetlands;Feuchtgebiete und Gewaesser;Zones humides, lacs et cours d'eau;Zone umide, laghi e corsi d'acqua
107,65;104,5;110,92;2011;40;Wetlands;Feuchtgebiete und Gewaesser;Zones humides, lacs et cours d'eau;Zone umide, laghi e corsi d'acqua
105,13;101,57;107,65;2012;40;Wetlands;Feuchtgebiete und Gewaesser;Zones humides, lacs et cours d'eau;Zone umide, laghi e corsi d'acqua
114,91;111,8;117,34;2013;40;Wetlands;Feuchtgebiete und Gewaesser;Zones humides, lacs et cours d'eau;Zone umide, laghi e corsi d'acqua
116,25;112,91;120,15;2014;40;Wetlands;Feuchtgebiete und Gewaesser;Zones humides, lacs et cours d'eau;Zone umide, laghi e corsi d'acqua
121,51;118,21;124,55;2015;40;Wetlands;Feuchtgebiete und Gewaesser;Zones humides, lacs et cours d'eau;Zone umide, laghi e corsi d'acqua
132,69;129,86;136,04;2016;40;Wetlands;Feuchtgebiete und Gewaesser;Zones humides, lacs et cours d'eau;Zone umide, laghi e corsi d'acqua
132,91;129,52;135,32;2017;40;Wetlands;Feuchtgebiete und Gewaesser;Zones humides, lacs et cours d'eau;Zone umide, laghi e corsi d'acqua
131,58;128,57;135,54;2018;40;Wetlands;Feuchtgebiete und Gewaesser;Zones humides, lacs et cours d'eau;Zone umide, laghi e corsi d'acqua
130,76;127,63;134,04;2019;40;Wetlands;Feuchtgebiete und Gewaesser;Zones humides, lacs et cours d'eau;Zone umide, laghi e corsi d'acqua
136,09;133,17;139,44;2020;40;Wetlands;Feuchtgebiete und Gewaesser;Zones humides, lacs et cours d'eau;Zone umide, laghi e corsi d'acqua
139;135,95;143,54;2021;40;Wetlands;Feuchtgebiete und Gewaesser;Zones humides, lacs et cours d'eau;Zone umide, laghi e corsi d'acqua
137,49;133,6;150,17;2022;40;Wetlands;Feuchtgebiete und Gewaesser;Zones humides, lacs et cours d'eau;Zone umide, laghi e corsi d'acqua
100;96,4;103,35;1990;49;Woodland;Wald;Forêt;Bosco
93,69;90,92;96,16;1991;49;Woodland;Wald;Forêt;Bosco
94,97;91,99;98,1;1992;49;Woodland;Wald;Forêt;Bosco
103,06;100,22;106,34;1993;49;Woodland;Wald;Forêt;Bosco
99,3;96,02;102,35;1994;49;Woodland;Wald;Forêt;Bosco
99,84;96,63;103,03;1995;49;Woodland;Wald;Forêt;Bosco
98,86;95,21;101,58;1996;50;Woodland;Wald;Forêt;Bosco
97,42;93,64;101,11;1997;50;Woodland;Wald;Forêt;Bosco
94,23;91,86;96,58;1998;50;Woodland;Wald;Forêt;Bosco
92,4;90,36;94,27;1999;56;Woodland;Wald;Forêt;Bosco
99,19;97,26;101,14;2000;56;Woodland;Wald;Forêt;Bosco
95,13;93,25;96,66;2001;56;Woodland;Wald;Forêt;Bosco
97,84;96,13;100,1;2002;56;Woodland;Wald;Forêt;Bosco
100,58;98,58;102,48;2003;56;Woodland;Wald;Forêt;Bosco
107,44;105,58;109,45;2004;56;Woodland;Wald;Forêt;Bosco
111,12;108,56;112,76;2005;56;Woodland;Wald;Forêt;Bosco
102,35;100;103,92;2006;56;Woodland;Wald;Forêt;Bosco
109,09;106,97;111,22;2007;56;Woodland;Wald;Forêt;Bosco
110,82;108,84;112,7;2008;56;Woodland;Wald;Forêt;Bosco
100,86;99,28;102,32;2009;56;Woodland;Wald;Forêt;Bosco
110,56;108,73;112,48;2010;56;Woodland;Wald;Forêt;Bosco
108,37;106,64;110,14;2011;56;Woodland;Wald;Forêt;Bosco
114,83;112,67;116,89;2012;56;Woodland;Wald;Forêt;Bosco
104,24;102,13;105,85;2013;56;Woodland;Wald;Forêt;Bosco
112,02;110,06;113,53;2014;56;Woodland;Wald;Forêt;Bosco
118,3;115,93;119,81;2015;56;Woodland;Wald;Forêt;Bosco
115,51;113,96;117,15;2016;56;Woodland;Wald;Forêt;Bosco
119,5;117,06;122,17;2017;56;Woodland;Wald;Forêt;Bosco
109,9;108,41;111,77;2018;56;Woodland;Wald;Forêt;Bosco
124,56;122,28;126,54;2019;56;Woodland;Wald;Forêt;Bosco
124,13;121,94;126,67;2020;56;Woodland;Wald;Forêt;Bosco
132,34;130,25;134,21;2021;56;Woodland;Wald;Forêt;Bosco
119,83;116,72;121,07;2022;56;Woodland;Wald;Forêt;Bosco
100;95,05;104,83;1990;26;Target species EOA;Zielarten UZL;Espèces cibles OEA;Specie bersaglio degli OAA
91,45;84,61;97;1991;26;Target species EOA;Zielarten UZL;Espèces cibles OEA;Specie bersaglio degli OAA
90,69;85,27;95,96;1992;26;Target species EOA;Zielarten UZL;Espèces cibles OEA;Specie bersaglio degli OAA
92,39;87;97,57;1993;26;Target species EOA;Zielarten UZL;Espèces cibles OEA;Specie bersaglio degli OAA
92,13;86,85;98,21;1994;26;Target species EOA;Zielarten UZL;Espèces cibles OEA;Specie bersaglio degli OAA
87,58;82,59;91,32;1995;27;Target species EOA;Zielarten UZL;Espèces cibles OEA;Specie bersaglio degli OAA
84,18;79,91;88,81;1996;28;Target species EOA;Zielarten UZL;Espèces cibles OEA;Specie bersaglio degli OAA
74,9;71,39;78,6;1997;28;Target species EOA;Zielarten UZL;Espèces cibles OEA;Specie bersaglio degli OAA
72,52;69,89;76,36;1998;28;Target species EOA;Zielarten UZL;Espèces cibles OEA;Specie bersaglio degli OAA
74,79;71,42;77,77;1999;28;Target species EOA;Zielarten UZL;Espèces cibles OEA;Specie bersaglio degli OAA
76,3;72,99;79,2;2000;28;Target species EOA;Zielarten UZL;Espèces cibles OEA;Specie bersaglio degli OAA
69,15;66,25;72,22;2001;28;Target species EOA;Zielarten UZL;Espèces cibles OEA;Specie bersaglio degli OAA
65,64;63,25;68,39;2002;28;Target species EOA;Zielarten UZL;Espèces cibles OEA;Specie bersaglio degli OAA
66,47;64,34;69,51;2003;28;Target species EOA;Zielarten UZL;Espèces cibles OEA;Specie bersaglio degli OAA
69,1;66,77;71,24;2004;28;Target species EOA;Zielarten UZL;Espèces cibles OEA;Specie bersaglio degli OAA
68,66;66,72;70,78;2005;28;Target species EOA;Zielarten UZL;Espèces cibles OEA;Specie bersaglio degli OAA
68,84;66,94;71,27;2006;28;Target species EOA;Zielarten UZL;Espèces cibles OEA;Specie bersaglio degli OAA
68,94;66,67;71,33;2007;28;Target species EOA;Zielarten UZL;Espèces cibles OEA;Specie bersaglio degli OAA
65,93;63,92;68,07;2008;28;Target species EOA;Zielarten UZL;Espèces cibles OEA;Specie bersaglio degli OAA
